year	sport_id	school_id	school_name	school_url	division_id	division_name
2014	3	1476	Abraham Baldwin Agricultural College	http://njcaa.org/colleges_college_home.cfm?collegeId=1476	1	Baseball I
2014	3	1548	Alabama Southern Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1548	1	Baseball I
2014	3	1321	Allen County Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1321	1	Baseball I
2014	3	1430	Alvin Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1430	1	Baseball I
2014	3	1477	Andrew College	http://njcaa.org/colleges_college_home.cfm?collegeId=1477	1	Baseball I
2014	3	1431	Angelina College	http://njcaa.org/colleges_college_home.cfm?collegeId=1431	1	Baseball I
2014	3	1239	Arizona Western College	http://njcaa.org/colleges_college_home.cfm?collegeId=1239	1	Baseball I
2014	3	1765	Arkansas Baptist College	http://njcaa.org/colleges_college_home.cfm?collegeId=1765	1	Baseball I
2014	3	1889	ASA College	http://njcaa.org/colleges_college_home.cfm?collegeId=1889	1	Baseball I
2014	3	1322	Barton Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1322	1	Baseball I
2014	3	1744	Baton Rouge Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1744	1	Baseball I
2014	3	1549	Bishop State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1549	1	Baseball I
2014	3	1687	Blinn College	http://njcaa.org/colleges_college_home.cfm?collegeId=1687	1	Baseball I
2014	3	1552	Bossier Parish Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1552	1	Baseball I
2014	3	1353	Broward College	http://njcaa.org/colleges_college_home.cfm?collegeId=1353	1	Baseball I
2014	3	1323	Butler Community College - KS	http://njcaa.org/colleges_college_home.cfm?collegeId=1323	1	Baseball I
2014	3	1545	Calhoun Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1545	1	Baseball I
2014	3	1535	Central Alabama Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1535	1	Baseball I
2014	3	1240	Central Arizona College	http://njcaa.org/colleges_college_home.cfm?collegeId=1240	1	Baseball I
2014	3	1537	Chattahoochee Valley Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1537	1	Baseball I
2014	3	1342	Chattanooga State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1342	1	Baseball I
2014	3	1510	Chesapeake College	http://njcaa.org/colleges_college_home.cfm?collegeId=1510	1	Baseball I
2014	3	1356	Chipola College	http://njcaa.org/colleges_college_home.cfm?collegeId=1356	1	Baseball I
2014	3	1686	Cisco College	http://njcaa.org/colleges_college_home.cfm?collegeId=1686	1	Baseball I
2014	3	1688	Clarendon College	http://njcaa.org/colleges_college_home.cfm?collegeId=1688	1	Baseball I
2014	3	1343	Cleveland State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1343	1	Baseball I
2014	3	1324	Cloud County Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1324	1	Baseball I
2014	3	1671	Cochise College	http://njcaa.org/colleges_college_home.cfm?collegeId=1671	1	Baseball I
2014	3	1673	Coffeyville Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1673	1	Baseball I
2014	3	1325	Colby Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1325	1	Baseball I
2014	3	1354	College of Central Florida	http://njcaa.org/colleges_college_home.cfm?collegeId=1354	1	Baseball I
2014	3	1486	College of Southern Idaho	http://njcaa.org/colleges_college_home.cfm?collegeId=1486	1	Baseball I
2014	3	1330	College of Southern Nevada	http://njcaa.org/colleges_college_home.cfm?collegeId=1330	1	Baseball I
2014	3	1242	Colorado Northwestern Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1242	1	Baseball I
2014	3	1344	Columbia State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1344	1	Baseball I
2014	3	1255	Connors State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1255	1	Baseball I
2014	3	1326	Cowley County Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1326	1	Baseball I
2014	3	1462	Crowder College	http://njcaa.org/colleges_college_home.cfm?collegeId=1462	1	Baseball I
2014	3	1640	Darton State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1640	1	Baseball I
2014	3	1357	Daytona State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1357	1	Baseball I
2014	3	1555	Delgado Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1555	1	Baseball I
2014	3	1327	Dodge City Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1327	1	Baseball I
2014	3	1345	Dyersburg State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1345	1	Baseball I
2014	3	2194	East Georgia State College	http://njcaa.org/colleges_college_home.cfm?collegeId=2194	1	Baseball I
2014	3	1244	Eastern Arizona College	http://njcaa.org/colleges_college_home.cfm?collegeId=1244	1	Baseball I
2014	3	1595	Eastern Florida State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1595	1	Baseball I
2014	3	1256	Eastern Oklahoma State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1256	1	Baseball I
2014	3	1663	El Paso Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1663	1	Baseball I
2014	3	1538	Enterprise State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1538	1	Baseball I
2014	3	1542	Faulkner State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1542	1	Baseball I
2014	3	1743	Florence-Darlington Technical College	http://njcaa.org/colleges_college_home.cfm?collegeId=1743	1	Baseball I
2014	3	1669	Florida State College at Jacksonville	http://njcaa.org/colleges_college_home.cfm?collegeId=1669	1	Baseball I
2014	3	1328	Fort Scott Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1328	1	Baseball I
2014	3	1307	Frank Phillips College	http://njcaa.org/colleges_college_home.cfm?collegeId=1307	1	Baseball I
2014	3	1231	Galveston College	http://njcaa.org/colleges_college_home.cfm?collegeId=1231	1	Baseball I
2014	3	1329	Garden City Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1329	1	Baseball I
2014	3	2213	Georgia Highlands College	http://njcaa.org/colleges_college_home.cfm?collegeId=2213	1	Baseball I
2014	3	1479	Georgia Perimeter College	http://njcaa.org/colleges_college_home.cfm?collegeId=1479	1	Baseball I
2014	3	1701	Globe Institute of Technology	http://njcaa.org/colleges_college_home.cfm?collegeId=1701	1	Baseball I
2014	3	1480	Gordon State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1480	1	Baseball I
2014	3	1308	Grayson College	http://njcaa.org/colleges_college_home.cfm?collegeId=1308	1	Baseball I
2014	3	1773	Guilford Technical Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1773	1	Baseball I
2014	3	1359	Gulf Coast State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1359	1	Baseball I
2014	3	1518	Hagerstown Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1518	1	Baseball I
2014	3	1519	Harford Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1519	1	Baseball I
2014	3	1332	Highland Community College - Kansas	http://njcaa.org/colleges_college_home.cfm?collegeId=1332	1	Baseball I
2014	3	1309	Hill College	http://njcaa.org/colleges_college_home.cfm?collegeId=1309	1	Baseball I
2014	3	1360	Hillsborough Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1360	1	Baseball I
2014	3	1310	Howard College	http://njcaa.org/colleges_college_home.cfm?collegeId=1310	1	Baseball I
2014	3	1333	Hutchinson Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1333	1	Baseball I
2014	3	1334	Independence Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1334	1	Baseball I
2014	3	1587	Indian Hills Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1587	1	Baseball I
2014	3	1361	Indian River State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1361	1	Baseball I
2014	3	1667	Iowa Western Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1667	1	Baseball I
2014	3	1347	Jackson State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1347	1	Baseball I
2014	3	1464	Jefferson College	http://njcaa.org/colleges_college_home.cfm?collegeId=1464	1	Baseball I
2014	3	1543	Jefferson Davis Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1543	1	Baseball I
2014	3	1574	John A. Logan College	http://njcaa.org/colleges_college_home.cfm?collegeId=1574	1	Baseball I
2014	3	1335	Johnson County Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1335	1	Baseball I
2014	3	1336	Kansas City Kansas Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1336	1	Baseball I
2014	3	1575	Kaskaskia College	http://njcaa.org/colleges_college_home.cfm?collegeId=1575	1	Baseball I
2014	3	1302	Kishwaukee College	http://njcaa.org/colleges_college_home.cfm?collegeId=1302	1	Baseball I
2014	3	1337	Labette Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1337	1	Baseball I
2014	3	1576	Lake Land College	http://njcaa.org/colleges_college_home.cfm?collegeId=1576	1	Baseball I
2014	3	1699	Lake-Sumter State College	http://njcaa.org/colleges_college_home.cfm?collegeId=1699	1	Baseball I
2014	3	1620	Lamar Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1620	1	Baseball I
2014	3	1436	Laredo Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1436	1	Baseball I
2014	3	1546	Lawson State Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1546	1	Baseball I
2014	3	1580	Lincoln Trail College	http://njcaa.org/colleges_college_home.cfm?collegeId=1580	1	Baseball I
2014	3	1377	Louisburg College	http://njcaa.org/colleges_college_home.cfm?collegeId=1377	1	Baseball I
2014	3	1759	Luna Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1759	1	Baseball I
2014	3	1547	Lurleen B. Wallace Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1547	1	Baseball I
2014	3	1320	Marion Military Institute	http://njcaa.org/colleges_college_home.cfm?collegeId=1320	1	Baseball I
2014	3	1385	Marshalltown Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1385	1	Baseball I
2014	3	1467	MCC-Maple Woods	http://njcaa.org/colleges_college_home.cfm?collegeId=1467	1	Baseball I
2014	3	1621	McCook Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1621	1	Baseball I
2014	3	1311	McLennan Community College	http://njcaa.org/colleges_college_home.cfm?collegeId=1311	1	Baseball I
