rk,school,div,str,park,ofs,dfs,sos
1,North Georgia,D2,1.524,1.060,1.482,0.572,0.888
2,Tampa,D2,1.415,1.096,1.674,0.696,0.922
3,Azusa Pacific,D2,1.385,0.997,1.428,0.606,0.847
4,Colorado Mesa,D2,1.334,1.142,1.260,0.556,0.833
5,Fla. Southern,D2,1.307,1.045,1.442,0.649,0.910
6,Mount Olive,D2,1.270,1.017,1.261,0.584,0.858
7,West Chester,D2,1.251,0.950,1.448,0.681,0.871
8,S.C. Aiken,D2,1.248,1.093,1.472,0.693,0.895
9,Mercyhurst,D2,1.218,0.728,1.439,0.695,0.782
10,West Tex. A&M,D2,1.210,1.174,1.113,0.541,0.894
11,Emporia St.,D2,1.199,1.075,1.483,0.727,0.857
12,Angelo St.,D2,1.197,0.973,1.544,0.759,0.900
13,UNC Pembroke,D2,1.192,1.035,1.561,0.770,0.870
14,Dixie St.,D2,1.172,1.140,1.386,0.695,0.853
15,Chico St.,D2,1.164,0.944,1.449,0.732,0.883
16,Nova Southeastern,D2,1.152,1.079,1.630,0.832,0.962
17,UC San Diego,D2,1.144,0.945,1.480,0.760,0.875
18,Delta St.,D2,1.140,1.018,1.490,0.769,0.879
19,Central Mo.,D2,1.136,1.036,1.468,0.760,0.875
20,Georgia College,D2,1.116,1.119,1.526,0.804,0.867
21,Tarleton St.,D2,1.104,1.077,1.301,0.693,0.932
22,Minnesota St.,D2,1.087,0.995,1.127,0.610,0.771
23,Catawba,D2,1.072,1.171,1.442,0.791,0.896
24,North Ala.,D2,1.048,1.005,1.266,0.710,0.855
25,Florida Tech,D2,1.038,0.949,1.365,0.774,0.920
26,North Greenville,D2,1.036,0.975,1.272,0.722,0.827
27,Point Loma,D2,1.014,0.863,1.333,0.773,0.872
28,Lynn,D2,1.013,1.144,1.584,0.920,0.939
29,St. Edward's,D2,1.002,1.021,1.282,0.752,0.825
30,Lubbock Christian,D2,0.992,1.197,1.141,0.677,0.838
31,Columbus St.,D2,0.980,0.967,1.225,0.735,0.889
32,Lindenwood (MO),D2,0.968,0.917,1.357,0.824,0.876
33,Palm Beach Atl.,D2,0.964,1.086,1.259,0.768,0.954
34,Northwood,D2,0.959,0.869,1.199,0.736,0.799
35,Ark.-Fort Smith,D2,0.949,0.997,1.111,0.689,0.884
36,Tusculum,D2,0.941,1.025,1.358,0.848,0.863
37,Belmont Abbey,D2,0.940,1.101,1.302,0.815,0.849
38,Cal Poly Pomona,D2,0.933,0.959,1.266,0.798,0.880
39,St. Cloud St.,D2,0.930,0.884,1.288,0.814,0.783
40,St. Thomas Aquinas,D2,0.928,1.050,1.164,0.738,0.810
41,Lincoln Memorial,D2,0.920,1.207,1.296,0.829,0.853
42,California Baptist,D2,0.919,1.080,1.181,0.756,0.868
43,Southern Ind.,D2,0.916,0.929,1.116,0.716,0.844
44,Shippensburg,D2,0.910,0.955,1.217,0.787,0.869
45,Flagler,D2,0.907,0.964,1.200,0.778,0.953
46,Franklin Pierce,D2,0.903,1.045,1.118,0.728,0.769
47,New Haven,D2,0.896,0.812,1.071,0.703,0.812
48,Tex. A&M-Kingsville,D2,0.891,0.898,1.130,0.746,0.900
48,Millersville,D2,0.891,0.833,1.152,0.760,0.836
50,Okla. Baptist,D2,0.880,1.022,1.186,0.792,0.758
51,West Ala.,D2,0.868,0.868,1.416,0.960,0.882
52,Newberry,D2,0.861,1.006,1.191,0.814,0.824
