year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	4	Adrian	-	Totals	-	-	-	-	 	 	3.64	371.0	380	191	150	128	222	5	1,644	1,436	57	2	9	23	1	36	6	 	 	28	14	 	430	398	 	 	 	64
2014	11620	4	Adrian	-	Opponent Totals	-	-	-	-	 	 	6.13	361.0	462	320	246	205	218	 	1,796	1,475	95	20	23	39	5	57	4	 	 	39	20	 	425	380	 	 	 	69
2014	11620	2798	Albertus Magnus	-	Totals	-	-	-	-	 	 	7.46	205.0	272	198	170	99	119	1	1,016	852	59	8	6	37	 	38	2	 	 	12	14	 	239	218	 	 	 	32
2014	11620	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	 	 	5.10	210.0	260	174	119	68	131	6	983	883	51	2	7	18	4	20	 	 	 	3	9	 	234	224	 	 	 	40
2014	11620	15	Albion	-	Totals	-	-	-	-	 	 	5.14	292.2	337	227	167	159	192	1	1,412	1,181	49	3	11	48	2	42	1	 	 	24	6	 	330	306	 	 	 	65
2014	11620	15	Albion	-	Opponent Totals	-	-	-	-	 	 	5.65	296.1	379	237	186	138	173	4	1,430	1,212	58	6	9	35	10	40	1	 	 	24	15	 	380	274	 	 	 	70
2014	11620	16	Albright	-	Totals	-	-	-	-	 	 	4.74	228.0	297	163	120	71	154	3	1,064	936	63	11	8	11	4	23	 	 	 	19	15	 	259	223	 	 	 	47
2014	11620	16	Albright	-	Opponent Totals	-	-	-	-	 	 	4.38	228.0	269	148	111	110	164	3	1,076	926	45	8	5	21	2	14	1	 	 	13	13	 	243	241	 	 	 	49
2014	11620	19	Allegheny	-	Totals	-	-	-	-	 	 	4.34	337.2	391	218	163	121	257	4	1,547	1,359	66	11	12	41	7	32	3	 	 	12	23	 	340	347	 	 	 	89
2014	11620	19	Allegheny	-	Opponent Totals	-	-	-	-	 	 	5.97	330.0	383	288	219	137	223	2	1,582	1,317	84	11	14	34	8	67	2	 	 	43	18	 	358	351	 	 	 	65
2014	11620	21	Alma	-	Totals	-	-	-	-	 	 	4.59	252.2	310	183	129	118	188	1	1,226	1,034	42	8	2	29	8	31	3	 	 	30	13	 	307	223	 	 	 	68
2014	11620	21	Alma	-	Opponent Totals	-	-	-	-	 	 	4.30	253.0	258	157	121	103	186	3	1,152	984	51	7	7	29	1	48	3	 	 	12	5	 	284	241	 	 	 	63
2014	11620	938	Alvernia	-	Totals	-	-	-	-	 	 	3.40	322.2	319	166	122	120	297	3	1,444	1,264	67	6	3	24	6	32	 	 	 	23	5	 	341	290	 	 	 	100
2014	11620	938	Alvernia	-	Opponent Totals	-	-	-	-	 	 	6.48	313.2	436	302	226	149	182	1	1,581	1,326	89	16	9	37	1	42	 	 	 	39	25	 	361	349	 	 	 	61
2014	11620	24	Amherst	-	Totals	-	-	-	-	 	 	3.19	349.1	311	154	124	89	308	4	1,498	1,325	50	5	15	21	6	53	3	 	 	22	9	 	413	288	 	 	 	83
2014	11620	24	Amherst	-	Opponent Totals	-	-	-	-	 	 	4.96	337.2	416	255	186	110	222	1	1,563	1,385	71	6	20	39	6	35	6	 	 	21	12	 	349	383	 	 	 	55
2014	11620	939	Anderson (IN)	-	Totals	-	-	-	-	 	 	5.50	356.2	424	260	218	167	214	 	1,689	1,434	61	12	19	38	3	40	4	 	 	28	20	 	401	398	 	 	 	25
2014	11620	939	Anderson (IN)	-	Opponent Totals	-	-	-	-	 	 	6.30	348.2	419	280	244	188	273	2	1,676	1,417	80	8	28	27	7	33	2	 	 	21	17	 	349	369	 	 	 	45
2014	11620	26	Anna Maria	-	Totals	-	-	-	-	 	 	6.15	199.0	271	179	136	96	124	2	996	827	41	5	6	19	1	45	 	 	 	20	8	 	204	216	 	 	 	32
2014	11620	26	Anna Maria	-	Opponent Totals	-	-	-	-	 	 	3.33	203.0	199	112	75	88	152	2	923	790	37	2	3	16	3	23	 	 	 	16	5	 	227	193	 	 	 	38
2014	11620	966	Arcadia	-	Totals	-	-	-	-	 	 	5.58	282.1	339	241	175	135	197	 	1,382	1,145	55	13	7	32	5	47	1	 	 	35	16	 	296	303	 	 	 	72
2014	11620	966	Arcadia	-	Opponent Totals	-	-	-	-	 	 	3.72	290.0	289	157	120	127	244	3	1,339	1,128	52	3	2	19	3	55	2	 	 	19	10	 	332	255	 	 	 	105
2014	11620	38	Augsburg	-	Totals	-	-	-	-	 	 	4.82	285.2	328	192	153	95	237	1	1,302	1,133	63	14	9	14	 	26	4	 	 	27	21	 	283	276	 	 	 	59
2014	11620	38	Augsburg	-	Opponent Totals	-	-	-	-	 	 	4.02	291.1	322	170	130	127	156	1	1,337	1,148	45	6	2	25	4	27	 	 	 	21	13	 	340	325	 	 	 	66
2014	11620	40	Augustana (IL)	-	Totals	-	-	-	-	 	 	3.57	347.2	354	177	138	120	271	4	1,517	1,337	52	2	15	32	4	25	2	 	 	21	13	 	356	344	 	 	 	72
