game_id	period_id	event_id	team_text	team_score	opponent_score	score	opponent_text
3788783	0	0	SMALL flied out to rf (1-1 BK).				
3788783	0	1	HOUSTON walked (3-1 BBKBB).				
3788783	0	2	HOROWITZ flied out to cf (1-1 KB).				
3788783	0	3	HOUSTON out at first p to 1b, picked off.				
3788783	0	4					GIGLIOTTI struck out swinging (3-2 KBBKBFS).
3788783	0	5					MASSEY fouled out to c (0-1 K).
3788783	0	6					ALLISON singled up the middle (1-0 B).
3788783	0	7					HANKS popped up to 2b (1-0 B).
3788783	0	8	R: 0 H: 0 E: 0 LOB: 0	0	0	0-0	R: 0 H: 1 E: 0 LOB: 1
3788783	1	9	WOJCIECHOWSK grounded out to ss (2-1 BBK).				
3788783	1	10	MARANTO singled through the right side (0-0).				
3788783	1	11	FRIES struck out looking (3-2 BFBBKK).				
3788783	1	12	AMADOR struck out swinging (1-2 SSBS).				
3788783	1	13					BETHUNE struck out looking (1-2 KKBK).
3788783	1	14					ASHCRAFT singled to left field (3-2 KBBFBF).
3788783	1	15					CRISAN doubled to left field (1-0 B); ASHCRAFT advanced to third.
3788783	1	16					KORTE reached on a fielder's choice, bunt, advanced to second on the throw (0-0); CRISAN advanced to third; ASHCRAFT out at third p to 3b.
3788783	1	17					LEE, A. struck out swinging (2-2 KSBBS).
3788783	1	18	R: 0 H: 1 E: 0 LOB: 1	0	0	0-0	R: 0 H: 2 E: 0 LOB: 2
3788783	2	19	KSENIAK grounded out to 2b (3-1 BBBK).				
3788783	2	20	MILLER walked (3-1 KBBBB).				
3788783	2	21	SMALL doubled to left center (0-1 K); MILLER advanced to third.				
3788783	2	22	HOUSTON singled to second base, RBI (1-2 KBF); SMALL advanced to third; MILLER scored.	1	0	1-0	
3788783	2	23	HOUSTON advanced to second on a wild pitch; SMALL scored on a wild pitch.	2	0	2-0	
3788783	2	24	HOROWITZ struck out swinging (1-2 KBKS).				
3788783	2	25	WOJCIECHOWSK singled up the middle, RBI (3-0 BBB); HOUSTON scored.	3	0	3-0	
3788783	2	26	MARANTO flied out to rf (0-1 K).				
3788783	2	27					GIGLIOTTI walked (3-0 BBBB).
3788783	2	28					MASSEY reached on a fielder's choice (2-1 BBF); GIGLIOTTI out at second 3b to 2b.
3788783	2	29					MASSEY stole second.
3788783	2	30		3	1	3-1	ALLISON tripled to left center, RBI (1-0 B); MASSEY scored.
3788783	2	31					HANKS struck out swinging (1-2 KBKS).
3788783	2	32					BETHUNE out at first 1b to p (1-0 B).
3788783	2	33	R: 3 H: 3 E: 0 LOB: 1	3	1	3-1	R: 1 H: 1 E: 0 LOB: 1
3788783	3	34	FRIES lined out to 2b (3-2 BSBKB).				
3788783	3	35	AMADOR reached on an error by 3b (2-0 BB).				
3788783	3	36	KSENIAK grounded into double play 3b to 2b to 1b (0-0); AMADOR out on the play.				
3788783	3	37					ASHCRAFT struck out swinging (3-2 KBBBKS).
3788783	3	38					CRISAN flied out to cf (2-1 FBB).
3788783	3	39					KORTE grounded out to p unassisted (0-1 K).
3788783	3	40	R: 0 H: 0 E: 1 LOB: 0	3	1	3-1	R: 0 H: 0 E: 0 LOB: 0
3788783	4	41	MILLER flied out to cf (2-2 KKBFB).				
3788783	4	42	SMALL doubled to right center (1-0 B).				
3788783	4	43	HOUSTON reached on an error by 3b (2-1 BBK).				
3788783	4	44	HOROWITZ reached on a fielder's choice (0-2 KS); HOUSTON out at second 3b to 2b; SMALL advanced to third.				
3788783	4	45	SMALL out at home c to 2b to c, caught stealing.				
3788783	4	46					LEE, A. walked (3-2 BKBKBB).
3788783	4	47					GIGLIOTTI grounded out to c unassisted, SAC, bunt (1-0 B); LEE, A. advanced to second.
3788783	4	48		3	2	3-2	MASSEY singled to second base, RBI (0-2 KF); LEE, A. scored.
3788783	4	49					ALLISON hit by pitch (0-0); MASSEY advanced to second.
3788783	4	50					ALLISON stole second; MASSEY stole third.
3788783	4	51		3	4	3-4	HANKS doubled to center field, 2 RBI (2-2 BBSK); ALLISON scored; MASSEY scored.
3788783	4	52					BETHUNE struck out swinging, out at first c to 1b (1-2 BSKS); HANKS advanced to third on the throw.
3788783	4	53					ASHCRAFT hit by pitch (2-1 BKB).
3788783	4	54					BROWN pinch ran for ASHCRAFT.
3788783	4	55		3	5	3-5	CRISAN singled through the left side, RBI (2-1 BBF); BROWN advanced to second; HANKS scored.
3788783	4	56		3	7	3-7	KORTE doubled down the rf line, out at third rf to 3b to 2b to lf, 2 RBI (1-2 KBK); CRISAN scored; BROWN scored.
3788783	4	57	R: 0 H: 1 E: 1 LOB: 1	3	7	3-7	R: 6 H: 4 E: 0 LOB: 0
3788783	5	58	BROWN to rf.				
3788783	5	59	PASSANTINO to p for NORMAN.				
3788783	5	60	WOJCIECHOWSK struck out looking (0-2 SFFFS).				
3788783	5	61	MARANTO struck out looking (2-2 KBSBK).				
3788783	5	62	FRIES struck out looking (1-2 KKBK).				
3788783	5	63					NYZNYK to p for MORTON.
3788783	5	64					LEE, A. struck out swinging (0-2 KKS).
3788783	5	65					GIGLIOTTI struck out looking (1-2 BKFK).
3788783	5	66					MASSEY singled to right field (2-2 KSBB).
3788783	5	67		3	8	3-8	ALLISON doubled to center field, RBI (1-0 B); MASSEY scored.
3788783	5	68					HANKS popped up to 2b (1-1 BS).
3788783	5	69	R: 0 H: 0 E: 0 LOB: 0	3	8	3-8	R: 1 H: 2 E: 0 LOB: 1
3788783	6	70	AMADOR struck out swinging (1-2 BFSFS).				
3788783	6	71	KSENIAK popped up to 2b (1-1 KB).				
3788783	6	72	MILLER grounded out to ss (0-1 K).				
3788783	6	73					BETHUNE struck out swinging (3-2 FBBSBFS).
3788783	6	74					BROWN struck out swinging (0-2 KKS).
3788783	6	75					CRISAN grounded out to p (0-2 FSF).
3788783	6	76	R: 0 H: 0 E: 0 LOB: 0	3	8	3-8	R: 0 H: 0 E: 0 LOB: 0
3788783	7	77	SMALL grounded out to ss (3-2 BKBKB).				
3788783	7	78	HOUSTON struck out looking (0-2 KKK).				
3788783	7	79	HOROWITZ struck out swinging (2-2 KKFBBS).				
3788783	7	80					KORTE lined out to 2b (1-1 KB).
3788783	7	81					LEE, A. struck out swinging (0-2 KKFS).
3788783	7	82					GIGLIOTTI flied out to lf (0-1 K).
3788783	7	83	R: 0 H: 0 E: 0 LOB: 0	3	8	3-8	R: 0 H: 0 E: 0 LOB: 0
3788783	8	84	WOJCIECHOWSK grounded out to 3b (1-1 FB).				
3788783	8	85	MARANTO grounded out to 2b (1-1 BK).				
3788783	8	86	FRIES walked (3-2 BBBKSB).				
3788783	8	87	AMADOR fouled out to c (2-2 KKBBF).				
3788783	8	88	R: 0 H: 0 E: 0 LOB: 1	3	8	3-8	
3787055	0	0	GROESBECK struck out swinging (1-2 BKSFS).				
3787055	0	1	MIZE struck out looking (1-2 KSBK).				
3787055	0	2	JONES struck out looking (1-2 KFFBK).				
3787055	0	3					Phillips struck out looking (1-2 KFBFK).
3787055	0	4					P. Watcher popped up to ss (3-2 FSBBFB).
3787055	0	5					Mapes hit by pitch (2-2 FBK).
3787055	0	6					Ellis singled to left field (0-0); Mapes advanced to second.
3787055	0	7					Stokes grounded out to 2b (1-0 B).
3787055	0	8	R: 0 H: 0 E: 0 LOB: 0	0	0	0-0	R: 0 H: 1 E: 0 LOB: 2
3787055	1	9	PIERCE doubled to center field (0-0).				
3787055	1	10	DRAWS grounded out to ss (2-2 KBKB); PIERCE advanced to third.				
3787055	1	11	WILLIAMS struck out looking (0-2 SSK).				
3787055	1	12	ZABOJNIK doubled to center field, RBI (1-1 SB); PIERCE scored.	1	0	1-0	
3787055	1	13	SALECK struck out swinging (1-2 FKBFS).				
3787055	1	14		1	1	1-1	Walsh homered to right center, RBI (0-2 FS).
3787055	1	15					Hines flied out to rf (2-0 BB).
3787055	1	16					Kilgallen grounded out to ss (0-0).
3787055	1	17					Martin walked (3-0 BBBB).
3787055	1	18					Phillips singled up the middle, advanced to second on the throw (1-0 B); Martin advanced to third.
3787055	1	19					P. Watcher struck out swinging (1-2 BSFFS).
3787055	1	20	R: 1 H: 2 E: 0 LOB: 1	1	1	1-1	R: 1 H: 2 E: 0 LOB: 2
3787055	2	21	WILKIE struck out swinging (0-2 KSS).				
3787055	2	22	GROESBECK struck out swinging (1-2 SKBS).				
3787055	2	23	MIZE fouled out to c (0-1 F).				
3787055	2	24					Mapes flied out to cf (1-2 BKS).
