2006,1,David Aardsma,/players/a/aardsda01.shtml,aardsda01,24,CHC,NL,45,0,0,53.0,6,1,5,0,1,1.000,,,-1,-4,1.02,0.13,P
2006,2,Reggie Abercrombie,/players/a/abercre01.shtml,abercre01,25,FLA,NL,93,67,48,620.2,184,176,3,5,1,.973,-4,-7,-4,-8,2.60,1.92,OF
2006,3,Bobby Abreu,/players/a/abreubo01.shtml,abreubo01,32,TOT,ZZ,154,149,133,1299.0,305,292,10,3,0,.990,-7,-6,,,2.09,1.96,OF
2006,4,Winston Abreu,/players/a/abreuwi01.shtml,abreuwi01,29,BAL,AL,7,0,0,8.0,1,1,0,0,0,1.000,,,0,0,1.12,0.14,P
2006,5,Jeremy Accardo,/players/a/accarje01.shtml,accarje01,24,TOT,ZZ,65,0,0,69.0,14,2,12,0,0,1.000,,,,,1.83,0.22,P
2006,6,Mike Adams,/players/a/adamsmi03.shtml,adamsmi03,27,MIL,NL,2,0,0,2.1,0,0,0,0,0,,,,0,0,0.00,0.00,P
2006,7,Russ Adams,/players/a/adamsru01.shtml,adamsru01,25,TOR,AL,86,66,53,595.2,298,100,186,12,36,.960,-9,-17,-7,-15,4.32,3.33,2B-SS
2006,8,Jon Adkins,/players/a/adkinjo01.shtml,adkinjo01,28,SDP,NL,55,0,0,54.1,14,1,12,1,2,.929,,,1,4,2.15,0.24,P
2006,9,Jeremy Affeldt,/players/a/affelje01.shtml,affelje01,27,TOT,ZZ,54,9,0,97.1,15,1,13,1,1,.933,,,,,1.29,0.26,P
2006,10,Chris Aguila,/players/a/aguilch01.shtml,aguilch01,27,FLA,NL,31,18,9,181.2,41,39,2,0,0,1.000,1,5,1,6,2.03,1.32,OF
2006,11,Matt Albers,/players/a/alberma01.shtml,alberma01,23,HOU,NL,4,2,0,15.0,8,4,4,0,1,1.000,,,0,0,4.80,2.00,P
2006,12,Manny Alexander,/players/a/alexama02.shtml,alexama02,35,SDP,NL,22,9,8,108.1,50,14,34,2,9,.960,1,16,1,11,3.99,2.18,SS-3B
2006,13,Antonio Alfonseca,/players/a/alfonan01.shtml,alfonan01,34,TEX,AL,19,0,0,16.0,4,1,3,0,0,1.000,,,0,0,2.25,0.21,P
2006,14,Edgardo Alfonzo,/players/a/alfoned01.shtml,alfoned01,32,TOT,AL,29,22,16,202.2,71,19,52,0,5,1.000,2,11,,-1,3.15,2.45,3B-2B-1B
2006,15,Eliezer Alfonzo,/players/a/alfonel01.shtml,alfonel01,27,SFG,NL,84,80,73,700.1,603,567,31,5,3,.992,-3,-5,-2,-3,7.68,7.12,C
2006,16,Sandy Alomar,/players/a/alomasa02.shtml,alomasa02,40,TOT,ZZ,35,25,21,241.1,184,176,6,2,2,.989,-1,-5,,,6.79,5.20,C
2006,17,Moises Alou,/players/a/aloumo01.shtml,aloumo01,39,SFG,NL,92,90,56,725.2,178,173,1,4,0,.978,-1,-2,-5,-8,2.16,1.89,OF
2006,18,Abe Alvarez,/players/a/alvarab01.shtml,alvarab01,23,BOS,AL,1,0,0,3.0,0,0,0,0,0,,,,0,0,0.00,0.00,P
2006,19,Alfredo Amezaga,/players/a/amezaal01.shtml,amezaal01,28,FLA,NL,118,82,51,754.2,279,209,64,6,20,.978,-5,-8,4,6,3.26,2.31,OF-2B-SS-3B-1B
2006,20,Brian Anderson,/players/a/anderbr03.shtml,anderbr03,24,CHW,AL,134,106,90,966.0,310,305,3,2,1,.994,6,7,-1,-1,2.87,2.30,OF
2006,21,Drew Anderson,/players/a/anderdr01.shtml,anderdr01,25,MIL,NL,2,1,0,9.1,1,1,0,0,0,1.000,-0,-26,0,0,0.96,0.50,OF
2006,22,Garret Anderson,/players/a/anderga01.shtml,anderga01,34,LAA,AL,94,94,76,812.2,193,192,1,0,0,1.000,4,7,-6,-9,2.14,2.05,OF
2006,23,Marlon Anderson,/players/a/anderma02.shtml,anderma02,32,TOT,NL,67,54,34,471.1,187,104,74,9,15,.952,-3,-9,,0,3.40,2.66,2B-OF-1B
2006,24,Robert Andino,/players/a/andinro01.shtml,andinro01,22,FLA,NL,9,5,5,55.2,28,7,20,1,2,.964,1,17,-1,-24,4.37,3.00,SS
2006,25,Steve Andrade,/players/a/andrast01.shtml,andrast01,28,KCR,AL,4,0,0,4.2,1,0,1,0,0,1.000,,,1,43,1.93,0.25,P
2006,26,Greg Aquino,/players/a/aquingr01.shtml,aquingr01,28,ARI,NL,42,0,0,48.1,11,5,6,0,2,1.000,,,-2,-8,2.05,0.26,P
2006,27,Danny Ardoin,/players/a/ardoida01.shtml,ardoida01,31,TOT,ZZ,40,37,28,323.1,258,239,16,3,1,.988,-1,-4,,,7.10,6.38,C
2006,28,Joaquin Arias,/players/a/ariasjo01.shtml,ariasjo01,21,TEX,AL,6,3,3,28.0,20,7,13,0,2,1.000,1,43,1,47,6.43,3.33,SS-3B
2006,29,Tony Armas,/players/a/armasto02.shtml,armasto02,28,WSN,NL,30,30,0,154.0,27,7,20,0,0,1.000,,,-2,-3,1.58,0.90,P
2006,30,Bronson Arroyo,/players/a/arroybr01.shtml,arroybr01,29,CIN,NL,35,35,3,240.2,62,29,33,0,4,1.000,,,1,1,2.32,1.77,P
2006,31,Miguel Asencio,/players/a/asencmi01.shtml,asencmi01,25,COL,NL,3,1,0,7.2,2,2,0,0,0,1.000,,,0,0,2.35,0.67,P
2006,32,Ezequiel Astacio,/players/a/astacez01.shtml,astacez01,26,HOU,NL,6,0,0,5.2,2,1,1,0,0,1.000,,,1,35,3.18,0.33,P
2006,33,Pedro Astacio,/players/a/astacpe01.shtml,astacpe01,37,WSN,NL,17,17,1,90.1,22,6,16,0,1,1.000,,,2,4,2.19,1.29,P
2006,34,Garrett Atkins,/players/a/atkinga01.shtml,atkinga01,26,COL,NL,160,157,148,1386.1,408,103,286,19,37,.953,12,10,-2,-2,2.53,2.43,3B-1B
2006,35,Rich Aurilia,/players/a/aurilri01.shtml,aurilri01,34,CIN,NL,135,105,73,925.1,571,376,187,8,60,.986,1,1,-7,-9,5.48,4.17,3B-1B-SS-2B
2006,36,Brad Ausmus,/players/a/ausmubr01.shtml,ausmubr01,37,HOU,NL,141,124,112,1128.1,995,929,64,2,9,.998,4,4,3,4,7.92,7.04,C-2B-1B
2006,37,Erick Aybar,/players/a/aybarer01.shtml,aybarer01,22,LAA,AL,22,6,6,82.0,43,14,25,4,6,.907,-3,-41,-1,-16,4.28,1.77,SS-2B
2006,38,Willy Aybar,/players/a/aybarwi01.shtml,aybarwi01,23,TOT,NL,76,62,52,554.0,189,48,132,9,17,.952,1,2,,0,2.92,2.37,3B-2B
2006,39,Brandon Backe,/players/b/backebr01.shtml,backebr01,28,HOU,NL,8,8,0,43.0,14,5,9,0,1,1.000,,,3,14,2.93,1.75,P
2006,40,Cha-Seung Baek,/players/b/baekch01.shtml,baekch01,26,SEA,AL,6,6,0,34.1,10,5,4,1,0,.900,,,2,12,2.36,1.50,P
2006,41,Danys Baez,/players/b/baezda01.shtml,baezda01,28,TOT,NL,57,0,0,59.2,17,7,9,1,1,.941,,,,,2.41,0.28,P
2006,42,Jeff Bajenaru,/players/b/bajenje01.shtml,bajenje01,28,ARI,NL,1,0,0,1.0,1,0,1,0,0,1.000,,,0,0,9.00,1.00,P
2006,43,Jeff Baker,/players/b/bakerje03.shtml,bakerje03,25,COL,NL,13,10,3,90.1,16,15,1,0,0,1.000,-2,-32,-3,-40,1.59,1.23,OF-1B
2006,44,Scott Baker,/players/b/bakersc02.shtml,bakersc02,24,MIN,AL,16,16,0,83.1,11,5,6,0,0,1.000,,,-1,-2,1.19,0.69,P
2006,45,Paul Bako,/players/b/bakopa01.shtml,bakopa01,34,KCR,AL,53,44,39,392.0,280,258,20,2,3,.993,-1,-3,4,13,6.38,5.25,C
2006,46,Rocco Baldelli,/players/b/baldero01.shtml,baldero01,24,TBD,AL,91,85,82,749.1,239,228,6,5,3,.979,1,1,1,2,2.81,2.57,OF
2006,47,Brian Bannister,/players/b/bannibr01.shtml,bannibr01,25,NYM,NL,8,6,0,38.0,5,1,4,0,0,1.000,,,-1,-5,1.18,0.63,P
2006,48,Rod Barajas,/players/b/barajro01.shtml,barajro01,30,TEX,AL,99,95,89,837.0,651,605,36,10,2,.985,5,7,1,1,6.89,6.47,C-1B
2006,49,Josh Bard,/players/b/bardjo01.shtml,bardjo01,28,TOT,ZZ,78,56,47,547.2,457,417,37,3,7,.993,-4,-9,,,7.46,5.82,C
2006,50,Josh Barfield,/players/b/barfijo02.shtml,barfijo02,23,SDP,NL,147,138,135,1259.0,684,294,381,9,84,.987,-4,-4,5,4,4.83,4.59,2B
